She Demons,Richard E. Cunha,"Irish McCalla, Tod Griffin, Victor Sen Yung",United States,"
"
Attack of the 50 Foot Woman,Nathan H. Juran,"Allison Hayes, William Hudson, Yvette Vickers",United States,"
"
Attack of the Puppet People,Bert I. Gordon,"John Agar, Michael Mark, Jack Kosslyn",United States,"
"
Ballad of the Ming Tombs Reservoir,Jin Shan,"Jin Shan, Yu Daiqin, Zhang Yisheng",China,"[22][23][24]
"
The Blob,"Irvin Shortess Yeaworth, Jr.","Steve McQueen, Aneta Corsaut, Earl Rowe",United States,"
"
The Brain Eaters,Bruno Ve Sota,"Ed Nelson, Alan Frost, Jack Hill",United States,"
"
The Colossus of New York,Eugène Lourié,"Ross Martin, Mala Powers, Charles Herbert",United States,"
"
The Day the Sky Exploded,Paolo Heusch,"Paul Hubschmid, Fiorella Mari, Gérard Landry, Dario Michaelis",FranceItaly,"[nb 20]
"
Doroga K Zvezdam,Pavel Klushantsev,Georgi Solovyov,Soviet Union,"[25][26]
"
Earth vs. the Spider,Bert I. Gordon,"Ed Kemmer, Gene Persson, Gene Roth",United States,"
"
The Electronic Monster,Montgomery Tully,"Rod Cameron, Mary Murphy, Meredith Edwards",United KingdomUnited States,"[27]
"
The Fabulous World of Jules Verne,Karel Zeman,"Lubor Tokoš, Jana Zatloukalová",Czechoslovakia,"
"
Fiend Without a Face,Arthur Crabtree,"Kynaston Reeves, Marshall Thompson, Terry Kilburn",United KingdomUnited States,"
"
The Fly,Kurt Neumann,"Vincent Price, Patricia Owens, Herbert Marshall",United States,"
"
Frankenstein 1970,Howard W. Koch,"Boris Karloff, Tom Duggan, Jana Lund",United States,"
"
Frankenstein's Daughter,Richard Cunha,"Donald Murphy, John Ashley, Sandra Knight",United States,"
"
From the Earth to the Moon,Byron Haskin,"Joseph Cotten, George Sanders, Debra Paget",United States,"
"
The H-Man,Ishirō Honda,"Yumi Shirakawa, Kenji Sahara, Akihiko Hirata",Japan,"
"
Half Human,"Ishirō Honda, Kenneth G. Crane","John Carradine, Morris Ankrum",JapanUnited States,"
"
The Hideous Sun Demon,Robert Clarke,"Robert Clarke, Patricia Manning, Nan Peterson",United States,"
"
I Married a Monster from Outer Space,Gene Fowler,"Tom Tryon, Gloria Talbott, Ken Lynch",United States,"
"
It! The Terror from Beyond Space,Edward L. Cahn,"Marshall Thompson, Shawn Smith, Kim Spalding",United States,"
"
The Lost Missile,Lester William Berke,"Robert Loggia, Ellen Parker, Phillip Pine",United States,"[28]
"
Missile to the Moon,Richard E. Cunha,"K. T. Stevens, Richard Travis, Lisa Simone",United States,"
"
Monster from Green Hell,Kenneth G. Crane,Jim Davis,United States,"
"
The New Invisible Man,Alfredo B. Crevenna,"Arturo de Córdova, Ana Luisa Peluffo, Raúl Meraz",Mexico,"[29]
"
Night of the Blood Beast,Bernard Kowalski,"Michael Emmet, Angela Greene, John Baer",United States,"
"
Queen of Outer Space,Edward Bernds,"Zsa Zsa Gabor, Laurie Mitchell, Eric Fleming",United States,"
"
The Space Children,Jack Arnold,"Adam Williams, Michel Ray, Johnny Crawford, Sandy Descher",United States,"
"
Space Master X-7,Edward Bernds,"Robert Ellis, Bill Williams, Lyn Thomas",United States,"
"
Teenage Cave Man,Roger Corman,"Robert Vaughn, Leslie E. Bradley, Frank de Kova",United States,"
"
Teenage Monster,Jacques R. Marquette,"Anne Gwynne, Stuart Wade",United States,"[nb 21][30]
"
The Trollenberg Terror,Quentin Lawrence,"Forrest Tucker, Laurence Payne, Janet Munro",United Kingdom,"[nb 22]
"
Varan the Unbelievable,Ishirō Honda,"Tsuruko Kobayashi, Kōzō Nomura, Ayumi Sonoda",Japan,"[nb 23]
"
War of the Colossal Beast,Bert I. Gordon,"Sally Fraser, Dean Parkin, Roger Pace",United States,"
"
War of the Satellites,Roger Corman,"Susan Cabot, Richard Devon, Eric Sinclair",United States,"[31]
"
Terror from the Year 5000 a.k.a. Cage Of Doom (UK),Robert J. Gurney Jr,"Ward Costello, Joyce Holden, John Stratton, Salome Jens,Fred Herrick",United States,"
"
The 30 Foot Bride of Candy Rock,Sidney Miller,"Lou Costello, Dorothy Provine, Gale Gordon",United States,"
"
4D Man,"Irvin Shortess Yeaworth, Jr.","Robert Lansing, Lee Meriwether, James Congdon",United States,"
"
The Angry Red Planet,Ib Melchior,"Gerald Mohr, Les Tremayne, Nora Hayden",United States,"
"
The Atomic Submarine,Spencer Gordon Bennet,"Arthur Franz, Dick Foran, Brett Halsey",United States,"
"
Attack of the Giant Leeches,Bernard Kowalski,"Jan Shepard, Gene Roth, Yvette Vickers",United States,"
"
Battle Beyond the Sun,Mikhail Kozyry,"Aleksandr Shvorin, Ivan Pereverzhev",Soviet Union,"
"
Battle in Outer Space,Ishirō Honda,"Ryō Ikebe, Koreya Senda",Japan,"
"
The Cosmic Man,Herbert Greene,"Bruce Bennett, John Carradine, Angela Greene",United States,"[32]
"
First Man into Space,Robert Day,"Marshall Thompson, Marla Landi, Bill Edwards",United Kingdom,"[33]
"
Giant Gila Monster,Ray Kellogg,"Don Sullivan, Lisa Simone, Fred Graham",United States,"
"
Gigantis the Fire Monster,Paul Schreibman,Hiroshi Koizumi,United StatesJapan,"
"
"Have Rocket, Will Travel",David Lowell Rich,"Jerome Cowan, Anna-Lisa, Curly Joe DeRita",United States,"
"
The Head,Victor Trivas,"Michel Simon, Horst Frank, Christiane Maybach",West Germany,"[34][35]
"
Invisible Invaders,Edward L. Cahn,"John Agar, Jean Byron, Philip Tonge, Robert Hutton, John Carradine",United States,"
"
Journey to the Center of the Earth,Henry Levin,"Pat Boone, James Mason, Arlene Dahl, Diane Baker",United States,"
"
The Killer Shrews,Ray Kellogg,"James Best, Ken Curtis, Ingrid Goude",United States,"
"
The Manster,"George Breakston, Kenneth G. Crane","Peter Dyneley, Jane Hylton, Satoshi Nakamura, Terri Zimmern",JapanUnited States,"[36][37]
"
The Man Who Could Cheat Death,Terence Fisher,"Anton Diffring, Christopher Lee",United Kingdom,"[nb 24]
"
The Monster of Piedras Blancas,Irvin Berwick,"Les Tremayne, Forrest Lewis, John Harmon",United States,"
"
Monster on the Campus,Jack Arnold,"Arthur Franz, Joanna Cook Moore",United States,"[38]
"
Nebo Zovyot,"Mikhail Karyukov, Aleksandr Kozyr",Ivan Pereverzev,Soviet Union,"
"
On the Beach,Stanley Kramer,"Gregory Peck, Ava Gardner, Fred Astaire",United States,"
"
Plan 9 from Outer Space,"Edward D. Wood, Jr.","Bela Lugosi, Mona McKinnon, Gregory Walcott, Vampira",United States,"
"
Return of the Fly,Edward Bernds,"Vincent Price, Brett Halsey, John Sutton",United States,"
"
Space Invasion of Lapland or Terror in the Midnight Sun,Virgil W. Vogel,"Bengt Blomgren, John Carradine",United StatesSweden,"
"
Teenagers from Outer Space,Tom Graeff,"David Love, Dawn Anderson, Harvey B. Dunn",United States,"
"
The Tingler,William Castle,"Vincent Price, Judith Evelyn, Darryl Hickman",United States,"Science fiction horror[39]
"
"The Giant Behemoth (UK)a.k.a. Behemoth, the Sea Monster a.k.a. The Behemoth","Eugène Lourié, Douglas Hickox","Gene Evans, André Morell",United States,"
"
The Wasp Woman,Roger Corman,"Susan Cabot, Anthony Eisley, Barboura Morris, Michael Mark, Bruno Ve Sota",United States,"
"
"The World, the Flesh and the Devil",Ranald MacDougall,"Harry Belafonte, Inger Stevens, Mel Ferrer",United States,"
"
movie_name,director,cast_name,country_name,subgenre_name
12 to the Moon,David Bradley,"Ken Clark, Michi Kobi, Tom Conway",United States,"[1][2]
"
The Amazing Transparent Man,Edgar G. Ulmer,"Marguerite Chapman, Douglas Kennedy, James Griffith",United States,"
"
Atom Age Vampire,Anton Giulio Majano,"Alberto Lupo, Susanne Loret, Sergio Fantoni",Italy,"
"
Atomic War Bride,Veljko Bulajić,"Antun Vrdoljak, Zlatko Madunić, Ljubiša Jovanović",Yugoslavia,"[3]
"
Beyond the Time Barrier,Edgar G. Ulmer,"Robert Clarke, Darlene Tompkins, Arianne Ulmer",United States,"[4][5]
"
The Cape Canaveral Monsters,Phil Tucker,"Scott Peters, Linda Connell, Jason Johnson, Katherine Victor",United States,"
"
Dinosaurus!,Irvin Yeaworth,"Ward Ramsey, Paul Lukather, Kristina Hanson",United States,"
"
Horrors of Spider Island (a.k.a. Ein Toter hing im Netz),Fritz Böttger,"Harald Maresch, Helga Franck, Alexander D'Arcy",West Germany,"
"
The Human Vapor,Ishirō Honda,"Tatsuya Mihashi, Kaoru Yachigusa, Yoshio Tsuchiya",Japan,"
"
Last Woman on Earth,Roger Corman,"Betsy Jones-Moreland, Anthony Carbone, Robert Towne",United States,"
"
The Lost World,Irwin Allen,"Michael Rennie, Jill St. John, David Hedison",United States,"Adventure
"
Man in the Moon,Basil Dearden,"Kenneth More, Shirley Anne Field, Michael Hordern",United Kingdom,"[6]
"
Mistress of the World,William Dieterle,"Martha Hyer, Micheline Presle, Carlos Thompson",West GermanyFranceItaly,"
"
The Incredible Petrified World,Jerry Warren,"John Carradine, Phyllis Coates, Robert Clarke",United States,"
"
The Secret of the Telegian,Jun Fukuda,"Kōji Tsuruta, Akihiko Hirata, Yoshio Tsuchiya",Japan,"
"
The Silent Star (USA title: First Spaceship on Venus),Kurt Maetzig,"Yoko Tani, Oldřich Lukeš, Ignacy Machowski",East GermanyPoland,"
"
Space Men (USA title: Assignment Outer Space),Antonio Margheriti,"Rik Van Nutter, Gabriella Farinon, David Montresor",Italy,"
"
The Time Machine,George Pal,"Rod Taylor, Alan Young, Yvette Mimieux",United Kingdom,"[nb 1]
"
 Village of the Damned,Wolf Rilla,"George Sanders, Barbara Shelley",United KingdomUnited States,"
"
Visit to a Small Planet,Norman Taurog,"Jerry Lewis, Joan Blackman, Earl Holliman",United States,"
"
"Atlantis, the Lost Continent",George Pal,"Sal Ponti, Joyce Taylor, John Dall",United States,"
"
The Absent-Minded Professor,Robert Stevenson,"Fred MacMurray, Nancy Olson",United States,"
"
Battle of the Worlds,Antonio Margheriti,"Claude Rains, Bill Carter, Umberto Orsini",Italy,"
"
The Beast of Yucca Flats,Coleman Francis,"Douglas Mellor, Barbara Francis, Bing Stafford",United States,"
"
A Bomb Was Stolen,Ion Popescu-Gopo,"Iurie Darie, Liliana Tomescu, Haralambie Boroș",Romania,"
"
The Day the Earth Caught Fire,Val Guest,"Edward Judd, Janet Munro, Leo McKern",United Kingdom,"[nb 2]
"
Doctor Blood's Coffin,Sidney J. Furie,"Kieron Moore, Hazel Court, Ian Hunter",United Kingdom,"
"
The Flight that Disappeared,Reginald Le Borg,"Craig Hill, Paula Raymond",United States,"
"
Gorgo,Eugène Lourié,"Bill Travers, William Sylvester, Vincent Winter",United Kingdom,"
"
Invasion of the Neptune Men,Koji Ota,"Sonny Chiba, Ryûko Minakami, Mitsue Komiya",Japan,"
"
The Last War,Shūe Matsubayashi,"Frankie Sakai, Akira Takarada, Yuriko Hoshi",Japan,"
"
The Man with the Lens,Frank Vogel,"Rolf Ludwig, Christine Laszar, Helga Labudda",East Germany,"Comedy. German title: Der Mann mit dem Objektiv[7][8][9][10][11][12]
"
Master of the World,William Witney,"Vincent Price, Charles Bronson, Henry Hull",United States,"
"
The Most Dangerous Man Alive,Allan Dwan,"Ron Randell, Debra Paget, Morris Ankrum",United States,"
"
Mothra,Ishirō Honda,"Frankie Sakai, Hiroshi Koizumi, Kyōko Kagawa",Japan,"
"
Mysterious Island,Cy Endfield,"Michael Craig, Joan Greenwood, Michael Callan",United Kingdom,"
"
The Phantom Planet,William Marshall,"Dean Fredericks, Coleen Gray, Anthony Dexter",United States,"
"
The Trip to Cosmatom,"Manfred Gussmann, Janusz Star",,East GermanyPoland,"Popular science film. German title: Die Reise nach Kosmatom[13][14][15][16]
"
Voyage to the Bottom of the Sea,Irwin Allen,"Walter Pidgeon, Joan Fontaine, Barbara Eden",United States,"
"
Nude On The Moon,"Raymond Phelan, Doris Wishman","Marietta,William Mayer,Lester Brown",United States,"
"
The Amphibian Man,Gennadiy Kazansky,"Vladimir Korenev, Anastasiya Vertinskaya, Mikhail Kozakov",Soviet Union,"
"
The Brain That Wouldn't Die,Joseph Green,"Jason Evers, Virginia Leith, Leslie Daniel",United States,"filmed in 1959[17]
"
Creation of the Humanoids,Wesley Barry,"Don Megowan, Erica Elliott, Dudley Manlove",United States,"
"
The Day of the Triffids,Steve Sekely,"Howard Keel, Kieron Moore, Janette Scott",United Kingdom,"
"
A Flying Proletarian,"Iosif Boyarskiy, Ivan Ivanov-Vano",Boris Popov (voice),Soviet Union,"Cutout animation short film. Russian title: Летающий пролетарий, tr. Letayushchiy proletariy[18]
"
Gorath,Ishirō Honda,"Ryō Ikebe, Yumi Shirakawa, Takashi Shimura",Japan,"
"
Invasion of the Star Creatures,Bruno VeSota,"Bob Ball, Frankie Ray, Gloria Victor, Dolores Reed",United States,"
"
La jetée,Chris Marker,"Jean Négroni, Etienne Becker",France,"
"
Journey to the 7th Planet,Sidney Pink,"John Agar, Greta Thyssen, Ann Smyrner",DenmarkUnited States,"
"
King Kong vs. Godzilla,"Ishirō Honda, Thomas Montgomery","Michael Keith, James Yagi, Tadao Takashima",JapanUnited States,"
"
Man in Outer Space,Oldřich Lipský,"Miloš Kopecký, Radovan Lukavský, Lubomír Lipský",Czechoslovakia,"
"
The Manster,"George Breakston, Kenneth G. Crane","Peter Dyneley, Jane Hylton, Satoshi Nakamura, Terri Zimmern",JapanUnited States,"filmed in 1959[19][20][21]
"
Moon Pilot,James Neilson,"Tom Tryon, Dany Saval",United States,"[22]
"
Panic in Year Zero!,Ray Milland,"Ray Milland, Jean Hagen, Frankie Avalon",United States,"
"
Planeta Bur,Pavel Klushantsev,"Vladimir Yemelyanov, Georgiy Zhzhenov, Gennadi Vernov",Soviet Union,"USA title: Planet of Storms[23][24]
"
The Planets Against Us,Romano Ferrara,"Michel Lemoine, Maria Pia Luzi, Jany Clair",ItalyFrance,"[25]
"
This Is Not a Test,Fredric Gadette,"Seamon_Glass, Thayer Roberts, Aubrey Martin, Mary Morlas",United States,"
"
Varan the Unbelievable,,"Myron Healey, Tsuruku Kobayashi, Derick Shimatsu",United States,"
"
Atragon,Ishirō Honda,"Tadao Takashima, Yoko Fujiyama, Yu Fujiki",Japan,"
"
The Crawling Hand,Herbert L. Strock,"Peter Breck, Kent Taylor",United States,"
"
The Damned,Joseph Losey,"Macdonald Carey, Shirley Anne Field, Viveca Lindfors",United Kingdom,"
"
The Day Mars Invaded Earth,Maury Dexter,"Betty Beall, Lowell Brown, Troy Melton",United States,"[26]
"
Ikarie XB-1 (a.k.a. Voyage to the End of the Universe,Jindřich Polák,"Otto Lackovič, Radovan Lukavský, Zdeňek Štepánek, František Smolík",Czechoslovakia,"[27][28]
"
Kalai Arasi,A. Kasilingam,"M. G. Ramachandran, P. Bhanumathi, M. N. Nambiar",India,"
"
Little Sun,Minsheng Wang,"Ke Bi, Naihua Jin, Kang Ni",China,"Children's educational film[29][30][31][32][33]
"
Matango (a.k.a. Attack of the Mushroom People),Ishirō Honda,"Yoshio Tsuchiya, Kenji Sahara, Hiroshi Tachikawa",Japan,"
"
"No Survivors, Please","Hans Albin, Peter Berneis","Karen Blanguernon, Burr Jerger, Wolfgang Zilzer, Teddy Turner, Stefan Schnabel",United StatesWest Germany,"[34]
"
Monstrosity (a.k.a. The Atomic Brain),Joseph V. Mascelli,"Frank Gerstle, Erika Peters, Judy Bamber",United States,"[nb 3]
"
The Nutty Professor,Jerry Lewis,"Jerry Lewis, Stella Stevens",United States,"
"
The Secret of the Magic Gourd,Xiaozhong Yang,"Lu Mao, Shan Jiang, He Wen",China,"[35]
"
The Yesterday Machine,Russ Marker,"Tim Holt, Ann Pellegrino, James Britton, Jack Herman",United States,"
"
Son of Flubber,Robert Stevenson,"Fred MacMurray, Nancy Olson",United States,"
"
Unearthly Stranger,John Krish,"John Neville, Gabriella Licudi, Phillip Stone",United Kingdom,"[36]
"
X: The Man with the X-Ray Eyes,Roger Corman,"Ray Milland, Diana Van der Vlis, Harold J. Stone",United States,"
"
Attack from Space,Teruo Ishii,Ken Utsui,Japan,"
"
The Creeping Terror,Vic Savage,"Vic Savage, Shannon O'Neil, William Thourlby",United States,"
"
Dogora,Ishirō Honda,"Yosuke Natsuki, Yōko Fujiyama",Japan,"
"
Evil Brain From Outer Space,Koreyoshi Akasaka,"Ken Utsui, Junko Ikeuchi, Minoru Takada",Japan,"
"
First Men in the Moon,Nathan H. Juran,"Edward Judd, Lionel Jeffries, Martha Hyer",United Kingdom,"
"
The Flesh Eaters,Jack Curtis,Martin Kosleck,United States,"
"
"Ghidorah, the Three-Headed Monster",Ishirō Honda,"Yuriko Hoshi, Takashi Shimura, Yumi Ito, Emi Ito",Japan,"
"
Kiss Me Quick!,Peter Perry,"Frank A. Coe, Max Gardens, Althea Currier",United States,"
"
The Last Man on Earth,"Ubaldo Ragona, Sidney Salkow","Vincent Price, Giacomo Rossi-Stuart, Tony Cerevi",ItalyUnited States},"
"
Mothra vs. Godzilla,Ishirō Honda,"Akira Takarada, Yuriko Hoshi, Hiroshi Koizumi",JapanUnited States,"
"
Pajama Party,Don Weis,"Tommy Kirk, Annette Funicello, Elsa Lanchester, Jody McCrea",United States,"
"
Robinson Crusoe on Mars,Byron Haskin,"Paul Mantee, Victor Lundin, Adam West",United States,"
"
Santa Claus Conquers the Martians,Nicholas Webster,"Pia Zadora, Charles G. Renn, Doris Rich",United States,"
"
The Earth Dies Screaming,Terence Fisher,"Willard Parker, Virginia Field, Dennis Price",United Kingdom,"
"
The Time Travelers,Ib Melchior,"Preston S. Foster, Philip Carey, Merry Anders",United States,"
"
The 10th Victim,Elio Petri,"Marcello Mastroianni, Ursula Andress, Elsa Martinelli",ItalyFrance,"
"
Alphaville,Jean-Luc Godard,"Eddie Constantine, Anna Karina, Akim Tamiroff",FranceItaly,"[nb 4]
"
Crack in the World,Andrew Marton,"Dana Andrews, Janette Scott, Kieron Moore, Alexander Knox",United States,"
"
Curse of the Fly,Don Sharp,"Brian Donlevy, Carole Gray, George Baker",United Kingdom,"
"
Dr. Goldfoot and the Bikini Machine,Norman Taurog,"Vincent Price, Frankie Avalon, Dwayne Hickman",United States,"
"
Dr. Who and the Daleks,Gordon Flemyng,"Peter Cushing, Roy Castle, Jennie Linden",United Kingdom,"
"
Frankenstein Conquers the World,Ishirō Honda,"Nick Adams, Tadao Takashima, Kumi Mizuno",Japan,"
"
Frankenstein Meets the Space Monster,Robert Gaffney,"James Karen, Marilyn Hanold, Lou Cutell, Robert Reilly",United States,"
"
Gamera,Noriaki Yuasa,"Eiji Funakoshi, Harumi Kiritachi",Japan,"
"
The Human Duplicators,Hugo Grimaldi,"Richard Kiel, George Macready",United States,"
"
Invasion,Alan Bridges,Edward Judd,United Kingdom,"
"
Invasion of Astro-Monster,Ishirō Honda,"Nick Adams, Jun Tazaki, Akira Takarada",JapanUnited States,"
"
Monster a Go-Go!,"Sheldon Seymour, Herschell Gordon Lewis, Bill Rebane","Bill Rebane, June Travis",United States,"
"
Mutiny in Outer Space,Hugo Grimaldi,"William Leslie (actor), Dolores Faith",United States,"
"
Night Caller from Outer Space,John Gilling,"John Saxon, Alfred Burke",United Kingdom,"
"
Planet of the Vampires,Mario Bava,"Barry Sullivan, Norma Bengell, Angel Aranda",ItalySpain,"
"
Space Probe Taurus (a.k.a. Space Monster) ,Leonard Katzman,"Francine York, James Brown, Russ Bender",United States,"[nb 5][37]
"
Village of the Giants,Bert I. Gordon,"Tommy Kirk, Johnny Crawford, Beau Bridges",United States,"
"
Voyage to the Prehistoric Planet,"Pavel Klushantsev, Curtis Harrington","Basil Rathbone, Faith Domergue, Marc Shannon",United States,"
"
War Gods of the Deep,Jacques Tourneur,"Vincent Price, Tab Hunter, Susan Hart",United StatesUnited Kingdom,"
"
